study,study_id,cohort,measure,units,timepoint,timepoint_median,timepoint_range,timepoint_iqr,timepoint_sd,n_timepoints,inj_med,inj_iqr,inj_range,noninj_med,noninj_iqr,noninj_range,lsi_med,lsi_iqr,lsi_range,notes,graft_group,es_id,timepoint_mean,acl_n,female,inj_mean,inj_sd,noninj_mean,noninj_sd,lsi_mean,lsi_sd,group,graft,group_indep,group_indep_notes,timepoint_combo,combination_notes,ri,yi,vi,sei,zi,pval,ci.lb,ci.ub
Fleming 2013,#1253,Fleming 2013,quad isk con 60,lsi,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,2652,36,90,48,NA,NA,NA,NA,0.95,0.051694,Low tension + High tension,mixed,NA,NA,NA,NA,0.85,-0.051293294,3.29E-05,0.005735817,-8.942631035,3.80E-19,-0.062535289,-0.0400513
Grant 2005,#769,Grant 2005,quad isk con 180,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,2673,0.1,145,60,NA,NA,NA,NA,0.878041379,0.127278859,Home + Physical Therapy,BPTB,NA,NA,NA,NA,0.85,-0.130061557,1.45E-04,0.012038082,-10.80417625,3.29E-27,-0.153655764,-0.106467351
Grant 2005,#769,Grant 2005,quad isk con 180,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,61,53-70,NA,LSI MD 61 (IQR 53-70),quad,2674,3,129,60,NA,NA,NA,NA,0.609922481,0.140487496,Home + Physical Therapy,BPTB,NA,NA,NA,NA,0.85,-0.494423411,4.11E-04,0.020280011,-24.37983997,2.80E-131,-0.534171501,-0.454675321
Grant 2005,#769,Grant 2005,hs isk con 180,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,2675,0.1,145,60,NA,NA,NA,NA,0.979537931,0.155054136,Home + Physical Therapy,BPTB,NA,NA,NA,NA,0.85,-0.020674317,1.73E-04,0.01314553,-1.572726067,0.115782261,-0.046439083,0.005090448
Grant 2005,#769,Grant 2005,hs isk con 180,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,94,84-102,NA,LSI MD 94 (IQR 84-102),quad,2676,3,129,60,NA,NA,NA,NA,0.931627907,0.128467264,Home + Physical Therapy,BPTB,NA,NA,NA,NA,0.85,-0.070821785,1.47E-04,0.012141019,-5.833265484,5.44E-09,-0.094617745,-0.047025826
Kuenze 2019b,#6265,Kuenze 2019b,quad mvic 90,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Combined from table,mixed,2721,12.8970684,307,162,2.078631922,0.83531847,2.65781759,0.784429641,0.788530945,0.245069469,Male + Female,mixed,NA,NA,NA,NA,0.85,-0.245795384,1.53E-04,0.012369253,-19.87148084,7.19E-88,-0.270038675,-0.221552092
Schwery 2022,#11399,Schwery 2022,quad mvic 90,nm/kg,1,NA,NA,NA,0.57,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,2749,3.48,104,NA,1.599134615,0.535816427,2.730384615,0.613618779,0.586923077,0.139583826,BPTB + QT,mixed,NA,NA,NA,NA,0.85,-0.534979866,3.34E-04,0.018282803,-29.2613694,3.22E-188,-0.570813503,-0.49914623
Schwery 2022,#11399,Schwery 2022,quad mvic 90,nm/kg,2,NA,NA,NA,0.61,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,2750,6.37,104,NA,2.079134615,0.612692784,2.865288462,0.667084596,0.728557692,0.14491657,BPTB + QT,mixed,NA,NA,NA,NA,0.85,-0.320717273,2.35E-04,0.015320384,-20.93402351,2.62E-97,-0.350744673,-0.290689873
Schwery 2022,#11399,Schwery 2022,quad mvic 90,nm/kg,3,NA,NA,NA,0.64,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,2751,9.23,104,NA,2.424038462,0.681832937,2.916923077,0.63699854,0.828557692,0.150497029,BPTB + QT,mixed,NA,NA,NA,NA,0.85,-0.185094385,2.15E-04,0.014670787,-12.61652706,1.71E-36,-0.2138486,-0.15634017
Bookbinder 2020,#2766,Bookbinder 2020,single hop,cm/cm ,1,NA,NA,NA,25.67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,65,26.25,27,20,0.75,0.12,0.8,0.15,0.9465,0.081,ACLR,Mixed,1,NA,0,NA,0.85,-0.064538521,3.61E-04,0.019009013,-3.395153635,6.86E-04,-0.101795503,-0.027281539
Bookbinder 2020,#2766,Bookbinder 2020,4-jump test,cm,1,NA,NA,NA,25.67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,66,26.25,27,20,20.22,4.04,22.48,5.61,0.9258,0.1871,ACLR,Mixed,1,NA,0,NA,0.85,-0.105953811,6.46E-04,0.025410598,-4.169670202,3.05E-05,-0.155757667,-0.056149955
Carolan 2020,#2558,Carolan 2020,quad isk con 60,nm/kg,1,NA,NA,NA,0.59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,69,9.2,298,0,224,46.64,NA,NA,0.8391,0.1411,Primary ACLR,Mixed,1,NA,0,NA,0.85,-0.17542539,9.49E-05,0.009741036,-18.00890431,1.66E-72,-0.19451747,-0.15633331
Carolan 2020,#2558,Carolan 2020,hs isk con 60,nm/kg,1,NA,NA,NA,0.59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,70,9.2,298,0,153.28,29.25,NA,NA,0.9697,0.1374,Primary ACLR,Mixed,1,NA,0,NA,0.85,-0.030768534,6.74E-05,0.008208073,-3.748569736,1.78E-04,-0.046856061,-0.014681006
Carolan 2020,#2558,Carolan 2020,vertical hop,cm,1,NA,NA,NA,0.59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,71,9.2,298,0,12.14,3.24,NA,NA,0.854,0.1531,Primary ACLR,Mixed,1,NA,0,NA,0.85,-0.157824085,1.08E-04,0.010385064,-15.19721798,3.69E-52,-0.178178437,-0.137469733
Carolan 2020,#2558,Carolan 2020,single leg drop jump,reactive strength index,1,NA,NA,NA,0.59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,72,9.2,298,0,0.35,0.13,NA,NA,0.7719,0.1936,Primary ACLR,Mixed,1,NA,0,NA,0.85,-0.258900271,2.11E-04,0.014529015,-17.81953328,4.99E-71,-0.287376618,-0.230423924
Guney-Deniz 2020,#1160,Guney-Deniz 2020,quad isk con 60,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,165,13.3,24,4,1.7,0.4,1.9,0.4,0.895,0.142,Hamstring Tendon,HS,1,NA,1,NA,0.85,-0.111225635,6.45E-04,0.025392031,-4.380336384,1.18E-05,-0.1609931,-0.06145817
Guney-Deniz 2020,#1160,Guney-Deniz 2020,hs isk con 60,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,166,13.3,24,4,1.7,0.2,1.7,0.3,0.883,0.091,Hamstring Tendon,HS,1,NA,1,NA,0.85,0,4.04E-04,0.02009206,0,1,-0.039379715,0.039379715
Guney-Deniz 2020,#1160,Guney-Deniz 2020,quad isk con 180,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,167,13.3,24,4,1.4,0.3,1.7,0.2,0.976,0.161,Hamstring Tendon,HS,1,NA,1,NA,0.85,-0.194156014,7.04E-04,0.026537752,-7.316219299,2.55E-13,-0.246169053,-0.142142976
Guney-Deniz 2020,#1160,Guney-Deniz 2020,hs isk con 180,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,168,13.3,24,4,1.4,0.2,1.4,0.2,0.879,0.115,Hamstring Tendon,HS,1,NA,1,NA,0.85,0,2.55E-04,0.015971914,0,1,-0.031304376,0.031304376
Guney-Deniz 2020,#1160,Guney-Deniz 2020,single hop,cm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,169,13.3,24,4,145.5,21.1,152.5,19.1,0.953,0.071,Hamstring Tendon,HS,1,NA,1,NA,0.85,-0.046988509,2.43E-04,0.015598806,-3.012314526,0.002592638,-0.077561607,-0.016415412
Guney-Deniz 2020,#1160,Guney-Deniz 2020,quad isk con 60,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,170,13.1,21,4,1.7,0.5,1.9,0.8,0.877,0.094,Tibialis Anterior,TA,1,NA,1,NA,0.85,-0.111225635,0.00253639,0.050362587,-2.208497264,0.027209628,-0.209934491,-0.012516779
Guney-Deniz 2020,#1160,Guney-Deniz 2020,hs isk con 60,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,171,13.1,21,4,1.7,0.3,1.7,0.4,0.911,0.111,Tibialis Anterior,TA,1,NA,1,NA,0.85,0,7.58E-04,0.027530896,0,1,-0.053959565,0.053959565
Guney-Deniz 2020,#1160,Guney-Deniz 2020,quad isk con 180,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,172,13.1,21,4,1.3,0.3,1.7,0.4,0.899,0.133,Tibialis Anterior,TA,1,NA,1,NA,0.85,-0.268263987,7.77E-04,0.027868798,-9.62596203,6.21E-22,-0.322885826,-0.213642147
Guney-Deniz 2020,#1160,Guney-Deniz 2020,hs isk con 180,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,173,13.1,21,4,1.4,0.2,1.4,0.3,0.929,0.119,Tibialis Anterior,TA,1,NA,1,NA,0.85,0,6.80E-04,0.026082027,0,1,-0.051119833,0.051119833
Guney-Deniz 2020,#1160,Guney-Deniz 2020,single hop,cm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,174,13.1,21,4,133.6,31.3,151.7,28.6,0.921,0.091,Tibialis Anterior,TA,1,NA,1,NA,0.85,-0.127054625,7.31E-04,0.027030774,-4.700369433,2.60E-06,-0.180033969,-0.074075281
Guney-Deniz 2020,#1160,Guney-Deniz 2020,quad isk con 60,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,175,13.5,22,5,1.6,0.4,1.9,0.4,0.797,0.105,Quads Tendon,QT,1,NA,1,NA,0.85,-0.171850257,7.89E-04,0.028080765,-6.119856766,9.37E-10,-0.226887544,-0.11681297
Guney-Deniz 2020,#1160,Guney-Deniz 2020,hs isk con 60,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,176,13.5,22,5,1.3,0.2,1.7,0.3,0.935,0.116,Quads Tendon,QT,1,NA,1,NA,0.85,-0.268263987,3.93E-04,0.019836446,-13.52379251,1.13E-41,-0.307142707,-0.229385266
Guney-Deniz 2020,#1160,Guney-Deniz 2020,quad isk con 180,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,177,13.5,22,5,1.2,0.3,1.7,0.3,0.847,0.084,Quads Tendon,QT,1,NA,1,NA,0.85,-0.348306694,8.47E-04,0.029109408,-11.96543362,5.39E-33,-0.405360086,-0.291253302
Guney-Deniz 2020,#1160,Guney-Deniz 2020,hs isk con 180,nm/kg,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,178,13.5,22,5,1.4,0.2,1.4,0.2,0.951,0.155,Quads Tendon,QT,1,NA,1,NA,0.85,0,2.78E-04,0.01668212,0,1,-0.032696355,0.032696355
Guney-Deniz 2020,#1160,Guney-Deniz 2020,single hop,cm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,179,13.5,22,5,140.2,32.6,155.4,22.1,0.919,0.221,Quads Tendon,QT,1,NA,1,NA,0.85,-0.102932463,8.22E-04,0.028664677,-3.590916564,3.30E-04,-0.159114198,-0.046750729
Hunnicutt 2020a,#173,Hunnicutt 2020a,quad isk con 60,nm/kg,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,231,3,211,164,1.24,0.51,2.37,0.51,0.529,0.173,All,QT,1,NA,1,NA,0.85,-0.647778576,3.08E-04,0.017552499,-36.90520418,3.81E-298,-0.682180842,-0.613376309
Hunnicutt 2020a,#173,Hunnicutt 2020a,quad isk con 60,nm/kg,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,232,6,270,164,1.75,0.53,2.65,0.52,0.674,0.158,All,QT,1,NA,1,NA,0.85,-0.414943852,1.08E-04,0.010399196,-39.90153295,0,-0.435325901,-0.394561803
Hunnicutt 2020a,#173,Hunnicutt 2020a,hs isk con 60,nm/kg,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,233,3,211,164,1.05,0.35,1.29,0.41,0.822,0.206,All,QT,1,NA,1,NA,0.85,-0.205852054,1.52E-04,0.012319467,-16.7094934,1.12E-62,-0.229997766,-0.181706342
Hunnicutt 2020a,#173,Hunnicutt 2020a,hs isk con 60,nm/kg,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,234,6,270,164,1.29,0.33,1.43,0.33,0.925,0.173,All,QT,1,NA,1,NA,0.85,-0.103032226,6.79E-05,0.008241142,-12.50217782,7.26E-36,-0.119184568,-0.086879884
Iwame 2020,#15,Iwame 2020,quad isk con 60,lsi,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,235,0.1,101,47,NA,NA,NA,NA,0.691,0.195,Group 1,HS - ST/G or ST,1,NA,0,NA,0.85,-0.369615455,7.88E-04,0.028079921,-13.16298073,1.43E-39,-0.424651088,-0.314579822
Iwame 2020,#15,Iwame 2020,quad isk con 60,lsi,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,236,6,101,47,NA,NA,NA,NA,0.724,0.141,Group 1,HS - ST/G or ST,1,NA,0,NA,0.85,-0.322963887,3.76E-04,0.019378487,-16.6661046,2.31E-62,-0.360945023,-0.284982751
Kim 2020,#6530,Kim 2020,quad mvic 90,nm/kg,1,NA,NA,NA,9.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,249,31.6,20,4,2.7,0.2,NA,NA,NA,NA,ACLR,mixed,1,NA,0,NA,0.85,NA,NA,NA,NA,NA,NA,NA
Lee 2020,#6120,Lee 2020,quad isk con 60,lsi,1,NA,NA,NA,4.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,253,24.2,54,11,NA,NA,NA,NA,0.813,0.0674,Group 1,HS - Single bundle,1,NA,0,NA,0.85,-0.207024169,1.27E-04,0.011281646,-18.35052864,3.27E-75,-0.229135789,-0.184912549
Lee 2020,#6120,Lee 2020,vertical hop,lsi,1,NA,NA,NA,4.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,254,24.2,54,11,NA,NA,NA,NA,0.877,0.0964,Group 1,HS - Single bundle,1,NA,0,NA,0.85,-0.131248287,2.24E-04,0.014958242,-8.774312178,1.72E-18,-0.160565903,-0.101930671
Lee 2020,#6120,Lee 2020,single hop,lsi,1,NA,NA,NA,4.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,255,24.2,54,11,NA,NA,NA,NA,0.87,0.1341,Group 1,HS - Single bundle,1,NA,0,NA,0.85,-0.139262067,4.40E-04,0.020975516,-6.639267892,3.15E-11,-0.180373322,-0.098150812
Nakanishi 2020,#4947,Nakanishi 2020,quad isk con 60,lsi,1,NA,NA,NA,13.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,256,39.2,56,29,NA,NA,NA,NA,0.915,0.16,20-25 years old,HS - Double bundle,1,NA,0,NA,0.85,-0.088831214,5.46E-04,0.023367103,-3.801550122,1.44E-04,-0.134629894,-0.043032533
Norte 2020,#4765,Norte 2020,quad isk con 90,nm/kg,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,257,6.3,80,38,1.61,0.47,2.31,0.45,0.7,0.171,ACLR,mixed,1,NA,0,NA,0.85,-0.361013346,3.31E-04,0.018197845,-19.83824663,1.39E-87,-0.396680467,-0.325346224
Norte 2020,#4765,Norte 2020,quad mvic 90,nm/kg,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,258,6.3,80,38,1.59,0.59,2.36,0.63,0.685,0.218,ACLR,mixed,1,NA,0,NA,0.85,-0.394927603,5.07E-04,0.022516095,-17.53979132,7.12E-69,-0.439058338,-0.350796868
Norte 2020,#4765,Norte 2020,hs isk con 90,nm/kg,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,259,6.3,80,38,1,0.31,1.01,0.26,0.986,0.178,ACLR,mixed,1,NA,0,NA,0.85,-0.009950331,3.34E-04,0.018270415,-0.544614371,0.586018768,-0.045759687,0.025859026
Norte 2020,#4765,Norte 2020,hs mvic 90,nm/kg,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,260,6.3,80,38,0.85,0.29,0.9,0.27,0.955,0.267,ACLR,mixed,1,NA,0,NA,0.85,-0.057158414,4.05E-04,0.020125042,-2.840163755,0.004509038,-0.096602771,-0.017714057
Norte 2020,#4765,Norte 2020,single hop,cm/height,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,261,6.3,80,38,0.68,0.2,0.77,0.18,0.88,0.117,ACLR,mixed,1,NA,0,NA,0.85,-0.124297717,3.03E-04,0.017417206,-7.136489971,9.57E-13,-0.158434813,-0.09016062
Norte 2020,#4765,Norte 2020,triple hop,cm/height,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,262,6.3,80,38,2.39,0.6,2.61,0.53,0.911,0.104,ACLR,mixed,1,NA,0,NA,0.85,-0.088056855,2.20E-04,0.014830616,-5.937504805,2.89E-09,-0.117124329,-0.058989382
Norte 2020,#4765,Norte 2020,triple crossover hop,cm/height,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,263,6.3,80,38,2.18,0.61,2.37,0.56,0.914,0.11,ACLR,mixed,1,NA,0,NA,0.85,-0.083565078,2.72E-04,0.016481019,-5.070382846,3.97E-07,-0.115867283,-0.051262874
Norte 2020,#4765,Norte 2020,6m timed hop,sec/height,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,264,6.3,80,38,0.014,0.005,0.012,0.004,1.119,0.353,ACLR,mixed,1,NA,0,NA,0.85,0.15415068,4.54E-04,0.021295885,7.238519376,4.54E-13,0.112411511,0.195889848
O'Connor 2020,#5164,O'Connor 2020,quad isk con 60,nm/kg,1,NA,NA,NA,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,273,8.8,452,0,184.62,39.87,NA,NA,0.8403,0.1403,Group 1,mixed,1,NA,0,NA,0.85,-0.173996308,6.17E-05,0.007853334,-22.15572384,9.19E-109,-0.189388561,-0.158604055
O'Connor 2020,#5164,O'Connor 2020,hs isk con 60,nm/kg,1,NA,NA,NA,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,274,8.8,452,0,126.88,26.43,NA,NA,0.9724,0.1405,Group 1,mixed,1,NA,0,NA,0.85,-0.027988037,4.62E-05,0.006796137,-4.118226943,3.82E-05,-0.041308221,-0.014667852
Rhim 2020,#4431,Rhim 2020,calf isk con 120,nm/kg,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,275,0.1,32,20,21,13.9,72,22.2,NA,NA,ACLR,HS,1,NA,0,NA,0.85,-1.232143681,0.005819967,0.076288709,-16.15106226,1.12E-58,-1.381666802,-1.08262056
Rhim 2020,#4431,Rhim 2020,calf isk con 120,nm/kg,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,276,12,32,20,77,22.9,78,22.6,NA,NA,ACLR,HS,1,NA,0,NA,0.85,-0.012903405,8.10E-04,0.028454904,-0.453468584,0.650211361,-0.068673991,0.042867181
Rhim 2020,#4431,Rhim 2020,soleus isk con 120,nm/kg,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,277,0.1,32,20,41,10.9,50,18.7,NA,NA,ACLR,HS,1,NA,0,NA,0.85,-0.198450939,0.001297638,0.036022741,-5.509046052,3.61E-08,-0.269054214,-0.127847664
Rhim 2020,#4431,Rhim 2020,soleus isk con 120,nm/kg,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,278,12,32,20,54,15.9,49,15,NA,NA,ACLR,HS,1,NA,0,NA,0.85,0.097163748,8.49E-04,0.029142533,3.334087229,8.56E-04,0.040045433,0.154282064
Rhim 2020,#4431,Rhim 2020,quad isk con 180,nm/kg,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,279,0.1,32,20,98,55.1,198,67.7,NA,NA,ACLR,HS,1,NA,0,NA,0.85,-0.703299552,0.003319254,0.057612963,-12.20731433,2.84E-34,-0.816218885,-0.590380219
Rhim 2020,#4431,Rhim 2020,quad isk con 180,nm/kg,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,280,12,32,20,159,63.7,214,54.1,NA,NA,ACLR,HS,1,NA,0,NA,0.85,-0.297071813,0.001632389,0.040402829,-7.352747816,1.94E-13,-0.376259903,-0.217883723
Rhim 2020,#4431,Rhim 2020,hs isk con 180,nm/kg,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,281,0.1,32,20,49,36.4,90,29.5,NA,NA,ACLR,HS,1,NA,0,NA,0.85,-0.607989372,0.007666828,0.087560425,-6.943654857,3.82E-12,-0.779604652,-0.436374092
Rhim 2020,#4431,Rhim 2020,hs isk con 180,nm/kg,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,282,12,32,20,80,31.3,100,25.9,NA,NA,ACLR,HS,1,NA,0,NA,0.85,-0.223143551,0.001496568,0.038685506,-5.768143564,8.01E-09,-0.298965749,-0.147321353
Riesterer 2020,#4407,Riesterer 2020,quad isk con 60,nm/kg,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,287,0.1,80,26,1.3,0.5,1.7,0.5,0.79,0.23,Group 1,HS - ST ,1,NA,0,NA,0.85,-0.268263987,5.27E-04,0.022947356,-11.69040937,1.43E-31,-0.313239978,-0.223287995
Riesterer 2020,#4407,Riesterer 2020,quad isk con 60,nm/kg,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,288,6,80,26,1.6,0.5,1.9,0.4,0.84,0.16,Group 1,HS - ST ,1,NA,0,NA,0.85,-0.171850257,3.77E-04,0.019408592,-8.854339359,8.42E-19,-0.209890398,-0.133810116
Riesterer 2020,#4407,Riesterer 2020,hs isk con 60,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,289,0.1,80,26,1,0.3,1.2,0.31,0.82,0.19,Group 1,HS - ST ,1,NA,0,NA,0.85,-0.182321557,3.12E-04,0.017672758,-10.31653083,5.93E-25,-0.216959527,-0.147683587
Riesterer 2020,#4407,Riesterer 2020,hs isk con 60,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,290,6,80,26,1.1,0.3,1.3,0.3,0.84,0.13,Group 1,HS - ST ,1,NA,0,NA,0.85,-0.167054085,2.58E-04,0.016062999,-10.39993091,2.48E-25,-0.198536985,-0.135571184
Sherman 2020,#8754,Sherman 2020,quad isk con 60,lsi,1,NA,NA,NA,1.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,315,6.1,111,51,1.47,0.49,NA,NA,0.64,0.17,IKDC Not Met,mixed,1,NA,0,NA,0.85,-0.446287103,6.36E-04,0.025212009,-17.70136993,4.09E-70,-0.495701733,-0.396872472
Sherman 2020,#8754,Sherman 2020,hs isk con 60,lsi,1,NA,NA,NA,1.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,316,6.1,111,51,0.96,0.26,NA,NA,0.87,0.18,IKDC Not Met,mixed,1,NA,0,NA,0.85,-0.139262067,3.86E-04,0.019637752,-7.091548458,1.33E-12,-0.177751353,-0.100772781
Sipka 2019,#8348,Sipka 2019,quad isk con 60,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,365,6,65,21,178.2,51.1,212.1,48.6,0.841,0.148,Group 1,Not stated,1,NA,0,NA,0.85,-0.174151347,3.54E-04,0.01882386,-9.251628047,2.21E-20,-0.211045433,-0.13725726
Sipka 2019,#8348,Sipka 2019,hs isk con 60,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,366,6,65,21,96.9,26.5,112.2,33.1,0.877,0.126,Group 1,Not stated,1,NA,0,NA,0.85,-0.146603474,3.79E-04,0.019480604,-7.525612312,5.25E-14,-0.184784757,-0.108422192
Sipka 2019,#8348,Sipka 2019,quad isk con 240,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,367,6,65,21,106.9,31.4,123.1,31.7,0.866,0.114,Group 1,Not stated,1,NA,0,NA,0.85,-0.141103215,3.69E-04,0.019216918,-7.342655755,2.09E-13,-0.178767683,-0.103438748
Sipka 2019,#8348,Sipka 2019,hs isk con 240,nm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,368,6,65,21,71.9,18.1,78.9,19.7,0.922,0.127,Group 1,Not stated,1,NA,0,NA,0.85,-0.092904963,2.90E-04,0.017034212,-5.454021786,4.92E-08,-0.126291405,-0.059518521
Sipka 2019,#8348,Sipka 2019,single hop,cm,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,369,6,65,21,127.2,35.6,147,28.8,0.85,0.13,Group 1,Not stated,1,NA,0,NA,0.85,-0.144671936,3.62E-04,0.019013491,-7.608909806,2.76E-14,-0.181937693,-0.107406179
Akoto 2019,#3545,Akoto 2019,single hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,370,14,41,9,NA,NA,NA,NA,0.962,0.085,QT,QT,1,NA,1,NA,0.85,-0.038740828,1.90E-04,0.013799137,-2.807481976,0.004993047,-0.06578664,-0.011695017
Akoto 2019,#3545,Akoto 2019,single hop,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hs,371,13.7,41,9,NA,NA,NA,NA,0.955,0.085,HT,HS - ST,1,NA,1,NA,0.85,-0.046043939,1.93E-04,0.013900282,-3.312446247,9.25E-04,-0.073287992,-0.018799885
Almeida 2019,#3357,Almeida 2019,quad hhd 90,nm/kg,1,NA,NA,NA,3.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,372,24.8,70,6,166.6,73.7,NA,NA,0.873,0.219,Group 1,mixed,1,NA,0,NA,0.85,-0.135819723,8.99E-04,0.029983398,-4.529830898,5.90E-06,-0.194586104,-0.077053343
